# per-window evidence behind the reported selection
# estimator=phase reference=first looks=256 overlap=0 dt_s=0.023479714941 t_sap_s=0.023479714941
# win_az=32 win_rg=32 stride_az=16 stride_rg=16 upsample_az=200 coherence_min=0 inject_vib=no
# consensus_hz=0.998202067567 agree=10 voting=225 distinct=72 largest_block=9
# modal_lead_hz=0.998202067567
# df_hz=0.166367011261 quant_px=0 coherence_gate=0.493299654026 floor_px=0 n_win_az=15 n_win_rg=15
# cull_hz=0.998202067567 agree=9 input=225 survivors=81 snr_cull=0 sigma_cull=0 neigh_cull=144 snr_gate=0 snr_null=0 sigma_gate_px=0 gates=0
# amplitude_dispersion best=0.0373082386063 median=0.559643069981 n_meeting_0.25=9
# passed_cull_source=selector expected_sum=81
window,iaz,irg,dominant_hz,prominence,quality,excursion_px,snr,sigma_px,d_a,passed_gates,agrees_with_consensus,passed_cull,floor_mm
41,2,11,3.82644125901,5.13836293551,0.950262980954,0,0,0,1.99003186936,1,0,0,0.357449165461
42,2,12,3.82644125901,5.13836293551,0.947004187109,0,0,0,1.99003186936,1,0,0,0.357449165461
43,2,13,16.4703341149,4.00994630093,0.618543322986,0,0,0,0.537172382642,1,0,0,0.383287728713
44,2,14,7.81924952928,4.73751340004,0.653516755476,0,0,0,0.573913033621,1,0,0,0.377590927861
45,3,0,20.2967753739,4.8091598666,0.655447791126,0,0,0,0.540145518941,1,0,0,0.433212645895
46,3,1,20.2967753739,4.8091598666,0.661210244343,0,0,0,0.540145518941,1,0,0,0.433212645895
47,3,2,18.46673825,5.83726352836,0.625401211365,0,0,0,0.520251373125,1,0,0,0.416150769461
48,3,3,11.8120577995,4.42100888064,0.637569287465,0,0,0,0.551465323211,1,0,0,0.391260024825
49,3,4,8.65108458558,5.02351879448,0.676305555671,0,0,0,0.546900906214,1,0,0,0.405868493759
50,3,5,11.1465897545,5.88799925235,0.691774228742,0,0,0,0.566216401408,1,0,1,0.420309036818
51,3,6,11.1465897545,5.88799925235,0.69626812199,0,0,0,0.566216401408,1,0,1,0.420309036818
52,3,7,1.66367011261,4.65568067489,0.733620521896,0,0,0,0.554663944729,1,0,0,0.418700511722
53,3,8,18.7994722725,5.34145025339,0.731407422053,0,0,0,0.613891537767,1,0,0,0.421220970488
54,3,9,18.46673825,5.87849174199,0.75515798828,0,0,0,0.647434428975,1,0,1,0.438018216355
55,3,10,18.46673825,5.87849174199,0.730926287335,0,0,0,0.647434428975,1,0,0,0.438018216355
