#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
4S|B360|37.69345932|14.97403573|1752.55|Point B360 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B361|37.69345932|14.97403573|1752.55|Point B361 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B362|37.69345932|14.97403573|1752.55|Point B362 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B363|37.69345932|14.97403573|1752.55|Point B363 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B364|37.69345932|14.97403573|1752.55|Point B364 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B365|37.69345932|14.97403573|1752.55|Point B365 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B366|37.69345932|14.97403573|1752.55|Point B366 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B367|37.69345932|14.97403573|1752.55|Point B367 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B368|37.69345932|14.97403573|1752.55|Point B368 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B369|37.69345932|14.97403573|1752.55|Point B369 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B370|37.69345932|14.97403573|1752.55|Point B370 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B371|37.69345932|14.97403573|1752.55|Point B371 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B372|37.69345932|14.97403573|1752.55|Point B372 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B373|37.69345932|14.97403573|1752.55|Point B373 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B374|37.69345932|14.97403573|1752.55|Point B374 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B375|37.69345932|14.97403573|1752.55|Point B375 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B376|37.69345932|14.97403573|1752.55|Point B376 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B377|37.69345932|14.97403573|1752.55|Point B377 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B378|37.69345932|14.97403573|1752.55|Point B378 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B379|37.69345932|14.97403573|1752.55|Point B379 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B380|37.69345932|14.97403573|1752.55|Point B380 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B381|37.69345932|14.97403573|1752.55|Point B381 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B382|37.69345932|14.97403573|1752.55|Point B382 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B383|37.69345932|14.97403573|1752.55|Point B383 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B384|37.69345932|14.97403573|1752.55|Point B384 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B385|37.69345932|14.97403573|1752.55|Point B385 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B386|37.69345932|14.97403573|1752.55|Point B386 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B387|37.69345932|14.97403573|1752.55|Point B387 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B388|37.69345932|14.97403573|1752.55|Point B388 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B389|37.69345932|14.97403573|1752.55|Point B389 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B390|37.69345932|14.97403573|1752.55|Point B390 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B391|37.69345932|14.97403573|1752.55|Point B391 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B392|37.69345932|14.97403573|1752.55|Point B392 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B393|37.69345932|14.97403573|1752.55|Point B393 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B394|37.69345932|14.97403573|1752.55|Point B394 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B395|37.69345932|14.97403573|1752.55|Point B395 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B396|37.69345932|14.97403573|1752.55|Point B396 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B397|37.69345932|14.97403573|1752.55|Point B397 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B398|37.69345932|14.97403573|1752.55|Point B398 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B399|37.69345932|14.97403573|1752.55|Point B399 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B400|37.69345932|14.97403573|1752.55|Point B400 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B401|37.69345932|14.97403573|1752.55|Point B401 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B402|37.69345932|14.97403573|1752.55|Point B402 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B403|37.69345932|14.97403573|1752.55|Point B403 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B404|37.69345932|14.97403573|1752.55|Point B404 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B405|37.69345932|14.97403573|1752.55|Point B405 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B406|37.69345932|14.97403573|1752.55|Point B406 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B407|37.69345932|14.97403573|1752.55|Point B407 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B408|37.69345932|14.97403573|1752.55|Point B408 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B409|37.69345932|14.97403573|1752.55|Point B409 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B410|37.69345932|14.97403573|1752.55|Point B410 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B411|37.69345932|14.97403573|1752.55|Point B411 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B412|37.69345932|14.97403573|1752.55|Point B412 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B413|37.69345932|14.97403573|1752.55|Point B413 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
5G|T0800|44.8486|11.2479|9.0|Massa Finalese, Finale Emilia (MO)|2012-05-21T18:25:00|2012-09-11T23:59:00
5G|T0802|44.875|11.1816|9.0|San Felice sul Panaro (MO)|2012-05-21T00:00:00|2012-08-27T23:59:00
5G|T0803|44.7668|11.35078|10.0|Dosso, Cento (FE)|2012-05-21T00:00:00|2012-08-27T23:59:00
5G|T0805|44.918724|11.322612|5.0|Bondeno (FE)|2012-05-22T10:45:00|2012-08-27T23:59:00
5G|T0811|44.783768|11.226468|10.0|Palata Pepoli (BO)|2012-05-20T00:00:00|2012-07-31T23:59:00
5G|T0812|44.954678|11.180956|7.0|Loc. Stoppiaro (Poggio Rusco)|2012-05-20T00:00:00|2012-09-19T23:59:00
5G|T0813|44.877766|11.199186|1.0|Massa Finalese (Finale Emilia - MO)|2012-05-20T00:00:00|2013-04-05T00:00:00
5G|T0814|44.793297|10.969215|16.0|Loc. Cortile, Carpi (MO)|2012-05-20T00:00:00|2012-09-19T23:59:00
5G|T0815|44.873112|11.719825|2.0|Correggio (FE)|2012-05-22T00:00:00|2012-09-18T23:59:00
5G|T0816|44.7206|11.5976|1.0|San Bartolomeo in Bosco (FE)|2012-05-21T00:00:00|2012-09-18T23:59:00
5G|T0817|44.991627|11.455909|0.0|Loc. Veratica, Salara (RO)|2012-05-21T00:00:00|2012-09-18T23:59:00
5G|T0818|44.934845|11.030367|5.0|Loc. Fossa, Concordia sulla Secchia (MO)|2012-05-21T00:00:00|2012-09-19T23:59:00
5G|T0819|44.8873|10.8987|19.0|Novi di Modena (MO)|2012-05-20T08:35:31|2013-02-23T12:10:00
5G|T0820|44.7912|11.5732|8.0|Chiesuol del Fosso (FE)|2012-05-20T08:49:11|2012-07-09T15:00:00
5G|T0821|44.9035|11.5405|3.0|Loc. Casaglia, Ferrara (FE)|2012-05-20T08:57:41|2012-12-17T13:27:00
5G|T0822|44.83282|11.3455|7.0|Casumaru, Bondeno (FE)|2012-05-20T10:38:13|2012-11-27T11:00:00
5G|T0823|44.68618|11.277115|14.0|Castello DArgile (BO)|2012-05-26T00:00:00|2012-09-19T23:59:00
5G|T0824|44.759354|10.927588|72.0|Loc. Limidi di Soliera, Soliera (MO)|2012-05-27T00:00:00|2012-09-19T23:59:00
5G|T0825|44.97297|10.84691|7.0|Gonzaga (MN)|2012-05-29T16:00:00|2012-08-09T23:59:00
5G|T0826|44.83943|10.81133|13.0|Rio Saliceto (MN)|2012-05-29T16:00:00|2012-08-09T23:59:00
5G|T0827|44.937672|10.931877|11.0|Moglia (MN)|2012-05-30T00:00:00|2012-09-19T23:59:00
5G|T0828|44.830788|10.91431|13.0|Loc. Fossoli, Carpi (MO)|2012-05-30T00:00:00|2012-09-19T23:59:00
5H|T0201|41.77803|13.57451|570.0|Case Giovannangeli (Balsorano) - AQ|2009-06-12T10:00:00|2009-07-28T23:59:00
5H|T0202|41.70211|13.54417|355.0|Vitale (Isola del Liri) - FR|2009-06-12T10:00:00|2010-01-14T23:59:59
5H|T0203|41.618735|13.721308|559.0| Casalattico (FR)|2009-10-08T08:00:00|2010-01-14T23:59:00
5H|T0204|41.866555|13.780895|1371.0|Pescasseroli (AQ)|2009-10-08T14:00:00|2010-01-22T11:00:00
5H|T0205|41.79544|13.604477|690.0|Risotti (Balsorano - AQ)|2009-10-08T11:00:00|2010-01-12T12:00:00
5H|FR01|41.113911|15.043985|481.0|Melito Irpino|2021-07-15T00:00:00|2023-05-10T00:00:00
5H|FR02|40.944535|15.064132|571.0|Torella dei Lombardi|2021-07-15T00:00:00|2023-05-10T00:00:00
5H|FR03|41.085478|15.164256|508.0|Flumeri (AV)|2021-07-14T00:00:00|2023-05-11T00:00:00
5H|FR04|40.9756|15.1455|689.0|Mefite (AV)|2021-08-04T00:00:00|2023-05-11T00:00:00
5H|FR05|40.9876|15.2588|664.0|Guardia Lombardi (AV)|2021-08-05T00:00:00|2023-05-12T00:00:00
5H|FR06|41.0308|15.097|509.0|Frigento (AV)|2021-06-23T00:00:00|2023-05-09T00:00:00
5H|FR07|41.0438|15.0455|561.0|Grottaminarda (AV)|2021-05-20T00:00:00|2023-05-09T00:00:00
5H|FR08|40.9826|15.0323|460.0|Peternopoli (AV)|2021-06-24T00:00:00|2023-05-09T00:00:00
5H|FR09|41.035|15.1923|660.0|Castel Baronia (AV)|2021-06-07T00:00:00|2023-05-10T00:00:00
5H|FR10|41.0176|14.969|337.0|Taurasi (AV)|2021-05-17T00:00:00|2023-05-10T00:00:00
5J|SPX1|40.82101|9.10094|855|Oschiri|2014-07-17T06:00:00|2015-05-27T18:00:00
5J|SPX2|40.44266|8.53796|644|Villanova Monteleone|2014-07-16T06:00:00|2016-09-27T18:00:00
5J|SPX3|39.87674|9.50299|1131|Lanusei (OG)|2014-07-17T06:00:00|2015-04-28T18:00:00
5J|SPX4|40.73579|8.28031|93|La Corte (SS)|2014-12-10T06:00:00|2015-03-17T18:00:00
5J|SPX5|40.69413|9.57943|751|Torpe|2015-04-29T06:00:00|2016-07-26T18:00:00
5J|SPX6|40.58226|8.73193|311|Siligo|2015-07-15T06:00:00|2016-02-17T18:00:00
5J|SPX7|40.02666|8.93322|451|Ula Tirso (OR)|2016-02-17T06:00:00|2016-05-25T18:00:00
5J|SPX8|40.52855|9.04376|659|Bultei|2016-05-26T06:00:00|2016-09-27T18:00:00
6N|CMA05|43.618492|13.527062|63.0|Scuola Piaget, via Montegrappa, Ancona|2022-11-15T10:40:00|2023-03-31T00:00:00
6N|CMA06|43.553738|13.511387|66.0|Centro Sportivo Paolinelli, via Saturno Schiavoni, Ancona|2022-11-14T11:30:00|2023-03-31T00:00:00
6N|CMA07|43.605728|13.503669|5.0|Oratorio Salesiani, Corso Carlo Alberto, Ancona|2022-11-13T18:00:00|2023-03-31T00:00:00
6N|CMA08|43.620378|13.516744|49.0|Università Economia, Ancona|2022-11-14T15:13:00|2023-03-31T00:00:00
6N|CMA09|43.618082|13.516062|30.0|Chiesa Santi Cosma e Damiano, Ancona|2022-11-13T11:00:00|2023-03-31T00:00:00
6N|CMA10|43.602963|13.480175|68.0|Strada della Grotta, Ancona|2022-11-14T11:18:00|2023-03-31T00:00:00
6N|CMA11|43.598542|13.506017|17.0|Centro Addestramento Marina Militare, Ancona|2022-11-14T16:00:00|2023-03-31T00:00:00
6N|CMA12|43.622585|13.51589|98.0|Parco del Cardeto (Faro Nuovo), Ancona|2022-11-15T10:40:00|2023-03-31T00:00:00
6N|CMA13|43.593816|13.502858|38.0|Via Barilatti, Ancona|2022-11-15T13:30:00|2023-03-31T00:00:00
6N|CMA14|43.609995|13.509394|60.0|Regione Marche - Palazzo Raffaello, Ancona|2022-11-15T16:07:00|2023-03-31T00:00:00
6N|CMA15|43.608612|13.531316|150.0|Palascherma, Ancona|2022-11-15T16:08:00|2023-03-31T00:00:00
7C|CS2FF|39.293323|16.258362|235.0|Cosenza_MIN2_Bor_115gN_(N-->SE)|2022-04-14T11:34:00|2023-12-15T03:07:50
7C|CS2FS|39.2933|16.2584|237.0|Cosenza - Centro storico|2022-04-06T00:00:00|2024-02-22T10:20:00
7C|CSGE1|38.2705|16.2205|480.0|Gerace|2022-04-06T00:00:01|2024-03-27T00:00:00
7C|CSMBE|39.2895|16.2642|251|Cosenza - Museo dei Brettii e degli Enotri|2022-04-01T00:00:01|2031-12-31T23:58:00
7C|SPAOL|37.54939|15.071367|301.0|Catania - Viadotto S. Paolo ANAS|2022-04-06T00:00:00|2031-12-31T23:59:59
7F|SIB1|42.894696|13.270039|1734.0|Monte Sibilla|2021-10-20T11:50:00|2031-12-31T23:59:59
7F|SIB2|42.891082|13.303827|778.0|Rocca di Montemonaco|2021-10-20T14:46:00|2031-12-31T23:59:59
7F|SIB3|42.875077|13.269997|988.0|Foce di Montemonaco|2021-12-07T14:26:00|2031-12-31T23:59:59
7M|NR01|41.8925|12.4936|44.0|Parco del Colle Oppio (Ingegneria), Rome|2021-01-21T11:00:00|2021-04-30T00:00:00
7M|NR02|41.8966|12.4919|37.0|Via Panisperna, Rome|2021-01-21T11:00:00|2021-04-30T00:00:00
7M|NR03|41.8986|12.476|15.0|Plesso scolastico Gianturco, Rome|2021-02-12T11:50:00|2021-04-30T00:00:00
7M|NR04|41.8999|12.5107|50.0|Via Dei Taurini, Rome|2021-01-15T00:00:00|2021-04-30T00:00:00
7M|NR05|41.8896|12.516|50.0|Museo Storico della Fanteria S. Croce in Gerusalemme, Rome|2021-01-18T11:00:00|2021-04-30T00:00:00
7M|NR06|41.886|12.4914|36.0|S. Gregorio al Celio, Rome|2021-02-03T15:00:00|2021-04-30T00:00:00
7M|NR07|41.8928|12.4668|15.0|Accademia dei Lincei, Rome|2021-01-13T16:10:00|2021-04-30T00:00:00
7M|NR08|41.91|12.468|18.0|Via Pompeo Magno, Rome|2021-01-19T12:00:00|2021-04-30T00:00:00
7M|NR09|41.919|12.4809|54.0|Facolt di Architettura Valle Giulia, Rome|2021-01-19T10:10:00|2021-04-30T00:00:00
7M|NR11|41.9141|12.5226|41.0|Via Michele Lando|2021-01-13T19:20:00|2021-04-30T00:00:00
7M|NR12|41.8755|12.5155|41.0|Circonvallazione Appia, Rome|2021-01-13T19:20:00|2021-04-30T00:00:00
7M|NR13|41.865|12.4888|24.0|Garbatella, Casetta Rossa, Rome|2021-01-12T16:00:00|2021-04-30T00:00:00
7M|NR15|41.8984|12.4524|27.0|Carabinieri Stazione S. Pietro, Rome|2021-01-20T12:15:00|2021-04-30T00:00:00
7M|NR16|41.9232|12.4526|137.0|Osservatorio Astronomico di Roma|2021-01-19T10:30:00|2021-04-30T00:00:00
7M|NR17|41.9314|12.4662|18.0|INGV Viale Pinturicchio, Rome|2021-01-22T10:20:00|2021-04-30T00:00:00
7M|NR18|41.9266|12.5218|35.0|Biblioteca Villa Leopardi, Rome|2021-01-19T12:20:00|2021-04-30T00:00:00
7M|NR19|41.9139|12.5653|24.0|Biblioteca Vaccheria Nardi, Rome|2021-01-19T11:00:00|2021-04-30T00:00:00
7M|NR20|41.8664|12.5489|44.0|Carabinieri Stazione Quadraro, Rome|2021-01-20T12:00:00|2021-04-30T00:00:00
7M|NR21|41.8569|12.4886|16.0|Via Costantino Imperatore, Rome|2021-01-15T08:10:00|2021-04-30T00:00:00
7M|NR22|41.8825|12.4553|65.0|Carabinieri Stazione Gianicolense, Rome|2021-01-20T10:30:00|2021-04-30T00:00:00
7M|NR23|41.9335|12.5599|30.0|Biblioteca Giovenale, Rome|2021-01-19T10:15:00|2021-04-30T00:00:00
7M|NR24|41.8683|12.441|60.0|Via Francesco Durante, Rome|2021-01-14T15:40:00|2021-04-30T00:00:00
7M|NR25|41.9088|12.3977|84.0|Biblioteca Cornelia, Rome|2021-01-14T12:20:00|2021-04-30T00:00:00
7M|NR26|41.8287|12.5155|52.0|INGV, via di Vigna Murata, Rome|2021-01-20T00:00:00|2021-04-30T00:00:00
7P|P201|40.52571|9.34801|811|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P203|40.52477|9.34968|808|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P204|40.52396|9.34965|809|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P205|40.52312|9.34894|804|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P206|40.52298|9.34797|805|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P207|40.52328|9.34694|804|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P208|40.52393|9.34634|796|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P209|40.52482|9.34631|807|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P210|40.52546|9.34695|805|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P211|40.52499|9.34828|763|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P212|40.52477|9.34863|766|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P213|40.52436|9.34891|768|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P214|40.52394|9.3487|765|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P215|40.52369|9.34826|764|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P216|40.52371|9.34773|760|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P217|40.52396|9.34728|757|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P218|40.52436|9.34711|758|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P219|40.52473|9.34727|758|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P220|40.52501|9.34772|764|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P221|40.52438|9.34801|758|P2 Array|2021-09-18T00:00:00|2021-09-28T00:00:00
7P|P301|40.5783|9.46582|715|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P302|40.57849|9.46604|715|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P303|40.57819|9.46617|715|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P304|40.57801|9.46583|716|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P305|40.57819|9.46549|717|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P306|40.57849|9.46562|717|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P307|40.57894|9.46582|716|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P308|40.5787|9.46644|713|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P309|40.57827|9.46672|713|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P310|40.57784|9.46641|717|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P311|40.5776|9.46583|718|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P312|40.57778|9.4652|719|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P313|40.57826|9.46495|721|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P314|40.57874|9.46517|720|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P315|40.57956|9.46638|708|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P316|40.57908|9.46727|704|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P317|40.5783|9.46761|700|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P318|40.57755|9.46727|702|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P319|40.57698|9.46638|714|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P320|40.577|9.46528|720|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P321|40.57749|9.46443|727|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P322|40.57829|9.46405|725|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P323|40.57907|9.4644|719|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
7P|P324|40.57956|9.46528|713|P3 Array|2021-10-02T00:00:00|2021-10-13T00:00:00
8H|RM01|42.276706|13.33557|1350.0|Lucoli - AQ|2009-04-06T00:00:00|2009-08-31T23:59:59
8H|RM02|42.34305|13.32832|787.0|Colle Roio - AQ|2009-04-06T00:00:00|2009-06-17T23:59:00
8H|RM03|42.27435|13.47171|1483.0| San Martino d’Ocre (AQ)|2009-04-06T00:00:00|2009-09-01T23:59:59
8H|RM04|42.18846|13.45146|1109.0|Rocca di Mezzo (AQ)|2009-04-06T00:00:00|2009-04-22T23:59:59
8H|RM05|42.43866|13.25878|890.0|Colli Barete (AQ)|2009-04-06T00:00:00|2009-09-01T23:59:59
8H|RM06|42.37755|13.24377|848.0|Scoppito (AQ)|2009-04-06T00:00:00|2009-09-01T23:59:59
8H|RM07|42.40497|13.40652|1133.0|Collebrencioni (AQ)|2009-04-06T00:00:00|2009-08-31T23:59:59
8H|RM08|42.37189|13.50468|1054.0|Filetto (AQ)|2009-04-06T00:00:00|2009-08-31T23:59:59
8H|RM09|42.4355|13.18649|1127.0|Piano di Cascina (Cagnano Amiterno) - AQ|2009-04-07T00:00:00|2010-03-04T23:59:00
8H|RM10|42.50904|13.18638|951.0|Cesaproba (Montereale) - AQ|2009-04-07T00:00:00|2010-02-15T23:59:00
8H|RM11|42.53818|13.27715|931.0|Collenoveri (AQ)|2009-04-07T00:00:00|2010-02-15T23:59:59
8H|RM12|42.262017|13.392383|1412.0|Casamaina - AQ|2009-04-07T00:00:00|2009-05-26T23:59:00
8H|RM13|42.18163|13.58096|1282.0|Rovere Rocca di Mezzo (AQ)|2009-04-07T00:00:00|2009-09-02T23:59:00
8H|RM14|42.34536|13.57222|1105.0|Barisciano (AQ)|2009-04-07T00:00:00|2009-08-31T23:59:59
8H|RM15|42.282317|13.24515|1223.0|Castiglione Tornimparte - AQ|2009-04-09T00:00:00|2009-05-26T23:59:00
8H|RM16|42.23475|13.5321|1311.0|Terranera Rocca di Mezzo (AQ)|2009-04-08T00:00:00|2009-05-25T23:59:00
8H|RM18|42.54993|13.53175|853.0|Fano Adriano (TE)|2009-04-09T00:00:00|2009-06-23T23:59:00
8H|RM20|42.524933|13.12638|804.0|Borbona (RI)|2009-04-09T00:00:00|2009-08-26T23:59:00
8H|RM21|42.627843|13.141595|1454.0|Selvaronda, Cittareale (RI)|2009-04-09T00:00:00|2010-03-03T23:59:59
8H|RM22|42.44446|13.04876|970.0|Micigliano (RI)|2009-04-10T00:00:00|2009-06-18T23:59:00
8H|RM23|42.57968|13.03162|942.0|Viesci (RI)|2009-04-10T00:00:00|2009-06-18T23:59:59
8H|RM24|42.17098|13.47244|1565.0|Colle Belvedere, Rocca di Mezzo (AQ)|2009-04-22T00:00:00|2009-09-02T23:59:59
8H|RM25|42.62231|13.28154|976.0|Mosicchio, Amatrice (AQ)|2009-06-18T00:00:00|2009-07-06T23:59:59
8H|RM26|42.45692|13.35626|1404.0|Passo delle Capannelle (AQ)|2009-06-19T00:00:00|2010-03-03T23:59:59
8H|RM27|42.30178|13.6799|947.0|Carapelle Carvisio (AQ)|2009-06-18T00:00:00|2009-08-31T23:59:59
8H|RM28|42.4024|13.54859|1482.0|Assergi (AQ)|2009-06-19T00:00:00|2009-08-31T23:59:00
8H|RM29|42.56056|13.20227|1276.0|Verrico (Montereale) - AQ|2009-06-29T00:00:00|2011-07-26T23:59:00
8H|RM30|42.533187|13.09311|885.0|Cerqua (RI)|2009-09-17T00:00:00|2010-02-16T23:59:59
