network_code|network_restricted_status|station_code|station_latitude|station_longitude|station_elevation_m|station_name|station_restricted_status|start_time|end_time
CH|public|SBIK|47.13443|7.24705|431|Biel  Kongresshaus  BE|public|2014-11-11T12:37:55|-
CH|public|SBIF2|47.55433|7.6278|258|Birsfelden Friedhof BL|public|2014-11-04T08:48:16|-
CH|public|SBGN|46.628162|9.748359|1374|Berguen  Schule  GR|public|2015-07-15T12:00:00|-
CH|public|SBERN|46.94582|7.43954|540|Bern  kleine Schanze  BE|public|2013-06-07T00:00:00|-
CH|public|SBEG|47.5709|7.6645|378|Bettingen  Gewerbehaus  BS|public|1992-05-04T00:00:00|-
CH|public|SBEF|47.57181|7.66272|370|Bettingen Friedhof BS|public|2023-11-21T16:43:00|-
CH|public|SBEA|47.6984|8.5961|536|BERINGEN-ARMBRUSTSTAND|public|1992-08-21T00:00:00|-
CH|public|SBAW|47.54757|7.60385|270|Basel  Wirtschaftsgymnasium  BS|public|2013-12-16T00:00:00|-
CH|public|SBAV|47.56329|7.60793|266|Basel  Vogelsang  BS|public|2013-12-16T00:00:00|-
CH|public|SBAT2|47.558744|7.582003|270|Botanischer Garten Uni Basel BS|public|2022-11-21T12:00:00|-
CH|public|SBAT|47.5586|7.5817|260|Basel  Tropenhaus  BS|public|2005-01-20T13:40:00|-
CH|public|SBAS|47.19383|8.51701|434|Baar  Spital  ZG|public|2014-10-16T12:56:00|-
CH|public|SBAP|47.5724|7.5644|263|Basel  PUK  BS|public|2004-06-21T00:00:00|-
CH|public|SBAM2|47.55566|7.59232|271|Basel  Muenster  BS|public|2014-01-14T00:00:00|-
CH|public|SBAK|47.57176|7.59275|251|Basel Klybeck  BS|public|2014-11-04T13:44:59|-
CH|public|SBAJ2|47.56702|7.58238|256|Basel  St. Johann  BS|public|2013-12-16T00:00:00|-
CH|public|SBAJ|47.5669|7.5829|298|BASEL-ST.JOHANN|public|1998-02-16T00:00:00|-
CH|public|SBAF|47.58375|7.59202|248|Basel  Friedhofgasse  BS|public|2004-06-21T00:00:00|-
CH|public|SAYF2|46.288025|7.416981|1025|Ayent Fortunoz  Trafohaus  VS|public|2015-04-29T09:01:26|-
CH|public|SAYF|46.288|7.4171|1081|AYENT-FORTUNOZ|public|1992-06-02T00:00:00|-
CH|public|SAXE|47.22761|9.48075|436|Strafanstalt Saxerriet  SG|public|2022-07-08T16:00:00|-
CH|public|SAUR|47.5339|7.7228|290|Augst  Roemermuseum  BL|public|2005-11-01T00:00:00|-
CH|public|SARK|46.8914|8.24316|472|Sarnen  Kantonsschule  OW|public|2012-05-29T00:00:00|-
CH|public|SARE|47.51488|9.43023|414|Arbon  Evangelische Kirche  TG|public|2014-12-19T15:00:00|-
CH|public|SARD|46.776631|10.204926|1487|Ardez Schule  GR|public|2015-06-24T13:00:00|-
CH|public|SARC|46.20979|7.25643|486|Ardon Commune  VS|public|2018-05-29T18:00:00|-
CH|public|SAPK|47.330517|9.404271|778|Appenzell  Kantonsschule  AI|public|2015-12-10T14:10:01|-
CH|public|SALTS|46.88204|8.63821|447|Altdorf  Spital  UR|public|2012-11-12T00:00:00|-
CH|public|SALT|46.2173|7.3645|702|SALINS-TURIN|public|1992-06-02T00:00:00|-
CH|public|SALS|47.2259|9.4864|483|SALEZ-SAXERRIET|public|1998-02-26T00:00:00|2012-05-28T00:00:00
CH|public|SALB|46.9422|8.2745|504|ALPNACH-BETAGTENHEIM|public|1997-01-01T00:00:00|2009-08-06T00:00:00
CH|public|SALAN|46.14415|6.97302|1881|Lac Salanfe  VS|public|2001-07-11T00:00:00|-
CH|public|SAIG|46.31724|6.9666|415|Aigle  Rue de la Gare  VD|public|2012-04-20T00:00:00|-
CH|public|SAARA|47.38613|8.04375|409|Aarau  Neue Kantonsschule  AG|public|2018-08-07T19:00:00|-
CH|public|ROMAN|47.5643|9.33601|442|Romanshorn  Forsthaus  TG|public|2015-04-22T13:45:13|-
CH|public|PLONS|47.04921|9.38076|1022|Plons  SG|public|2002-05-22T13:00:00|-
CH|public|PANIX|46.825743|9.111708|1433|Panix  Lag da Pigniu  Staumauer  GR|public|2011-08-05T00:00:00|-
CH|public|OTTER|47.5778|7.6038|298|Otterbach  BS|public|2004-12-05T00:00:00|-
CH|public|OTER1|47.57768|7.60371|252|OTTERBACH|public|2001-06-19T00:00:00|2010-11-12T23:59:59
CH|public|NALPS|46.595121|8.74828|2345|Val Nalps  GR|public|2011-10-31T00:00:00|-
CH|public|MUTEZ|47.50647|7.64884|432|Muttenz  alter Steinbruch Paradies   Bunker  BL|public|2020-03-06T17:00:00|-
CH|public|MUO|46.96765|8.63706|1907|Muotathal  SZ|public|1981-11-24T00:00:00|-
CH|public|MUGIO|45.92184|9.04171|924|Muggio  TI|public|2001-12-11T00:00:00|-
CH|public|MTI03|47.371595|7.166948|720|Mont Terri Brunefarine St Ursanne JU|public|2014-10-01T00:00:00|-
CH|public|MTI01|47.37911|7.16541|514|Mont Terri  ME Nische  JU|public|2014-05-19T00:00:00|-
CH|public|MMK|46.0507|7.96409|2200|Mattmark  VS|public|1981-01-07T00:00:00|-
CH|public|MFSFB|46.50554|8.80446|441|Faido  Multi FST  TI|public|2006-11-08T00:00:00|-
CH|public|MFSFA|46.5004|8.80802|427|Faido  Multi FST  TI|public|2005-11-02T00:00:00|-
CH|public|MFERR|45.95101|7.11229|1600|Prayon  Val Ferret  La Fouly  VS|public|2019-05-28T16:00:00|-
CH|public|LLS|46.84676|9.00825|1860|Linth Limmern  GL|public|1975-01-11T00:00:00|-
CH|public|LKBD2|46.37455|7.64433|2128|Leukerbad  Rinderhalte  VS|public|2001-07-05T10:00:00|-
CH|public|LIENZ|47.294601|9.4927|1720|Kamor  St. Gall|public|2004-10-28T14:10:00|-
CH|public|LAVEY|46.2|7.022778|423|Lavey les Bains  Waadt  VD|public|2017-12-04T18:00:00|-
CH|public|LADOL|46.43213|6.13151|1455|La D le  La Barillette  VD|public|2019-08-23T15:00:00|-
CH|public|JAUN|46.63395|7.29096|1658|Jaun  Euschelspass  FR|public|2018-08-23T06:00:00|-
CH|public|HAUIG|47.66038|7.70018|459|L rrach  Caf  Hygge Rechberg  Deutschland|public|2020-06-26T15:00:00|-
CH|public|HASLI|46.75673|8.15108|1281|Hasliberg  BE|public|1999-01-19T00:00:00|-
CH|public|HAMIK|47.24508|8.27061|677|Haemikon  Daelikerfeld  LU|public|2013-12-20T00:00:00|-
CH|public|GRYON|46.25053|7.11106|1282|Gryon  VD|public|2002-10-10T14:00:00|-
CH|public|GRIMS|46.578146|8.318864|1746|Grimsel  Gerstenegg  BE|public|2011-11-09T00:00:00|-
CH|public|GIMEL|46.53364|6.26545|1094|St. Georges  Gimel  VD|public|1999-09-06T14:00:00|-
CH|public|FUSIO|46.45481|8.6629|1460|Fusio  TI|public|1999-08-16T10:00:00|-
CH|public|FUORN|46.620334|10.263551|2286|Ofenpass Fuorn  GR|public|2000-09-28T10:00:00|-
CH|public|FLACH|47.57241|8.5679|412|Felsenburg R dlingen SH|public|2003-08-29T12:00:00|-
CH|public|FIESA|46.43521|8.11051|2340|Fiescheralp  VS|public|2009-11-12T00:00:00|-
CH|public|EWZT0|47.36683|8.49675|462|Zuerich Triemli ZH|public|2009-10-10T00:00:00|-
CH|public|EMV|46.06318|6.89883|2130|Vieux Emosson  VS|public|1981-11-18T00:00:00|-
CH|public|DIX|46.081053|7.408391|2370|Grande Dixence  VS|public|1976-12-14T00:00:00|-
CH|public|DAVOX|46.7805|9.87952|1830|Davos  Dischmatal  GR|public|2002-07-24T00:00:00|-
CH|public|CHASS|47.1609|7.12129|1263|Chasseral  BE|public|2021-04-21T15:14:00|-
CH|public|CHAMB|46.78233|6.61184|436|Chamblon  Rue du Cossaux  VD|public|2021-11-11T08:00:00|-
CH|public|CHALL|46.16774965|6.044277871|458|Challoux Bernex GE|public|2022-12-22T09:00:00|-
CH|public|BULAC|47.54236|8.52044|389|B lach  ZH|public|2022-03-07T07:37:00|-
CH|public|BRANT|46.93801|6.47298|1145|Les Verrieres NE|public|2002-10-10T18:42:00|-
CH|public|BOURR|47.39364|7.2301|846|Bourrignon  JU|public|1998-04-14T00:00:00|-
CH|public|BOBI|47.54631|8.33985|570|Boebikon  Wasserreservoir Allmend  AG|public|2013-12-20T14:00:00|-
CH|public|BNALP|46.87034|8.4249|1549|Bannalp  NW|public|1998-04-14T00:00:00|-
CH|public|BLOTZ|47.620722|7.44|308|Kappelen  Rue du Rhin  France|public|2020-10-08T12:00:00|-
CH|public|BIBA|46.30255|7.93038|660|Brigerbad  VS|public|2009-10-27T00:00:00|-
CH|public|BERNI|46.413636|10.023095|2311|Berninapass  GR|public|1998-04-14T00:00:00|-
CH|public|BALST|47.33599|7.69485|860|Balsthal  SO|public|2000-06-16T00:00:00|-
CH|public|AIGLE|46.34176|6.95295|785|Bunker A365  Aigle  VD|public|1998-04-14T00:00:00|-
CH|public|ACB|47.58772|8.25474|468|Klingnau  Acheberg  AG|public|1983-07-13T00:00:00|-
EU|public|WYH|47.551|7.707|350|Wyhlen|public|1900-01-01T00:00:00|-
EU|public|STA|47.864|7.797|430|Staufen|public|1900-01-01T00:00:00|-
EU|public|SOL|47.602|7.945|757|Solfelsen|public|1900-01-01T00:00:00|-
EU|public|SLB|47.697|7.898|880|Schlechtbach|public|1900-01-01T00:00:00|-
EU|public|KIR|47.957|7.919|440|Kirchzarten|public|1900-01-01T00:00:00|-
EU|public|IRVA|43.83|6.018|610|Valensole-Catalany|public|1900-01-01T00:00:00|-
EU|public|IRSE|44.532|6.776|1530|Serennes-Ecole|public|1900-01-01T00:00:00|-
EU|public|IRFO|44.53|6.799|2050|Fouillouse-Blockhaus|public|1900-01-01T00:00:00|-
EU|public|END|47.715|7.738|730|Endenburg|public|1900-01-01T00:00:00|-
EU|public|EFR|47.665|7.564|270|Efringen-Kirchen|public|1900-01-01T00:00:00|-
EU|public|DOS|47.62|7.853|391|Dossenbach|public|1900-01-01T00:00:00|-
EU|public|BAW|47.798|7.677|600|Badenweiler|public|1900-01-01T00:00:00|-
FR|public|WALT|47.965735|7.27652|373|Westhalten|public|2016-09-18T08:00:00|-
FR|public|SURF|44.480935|6.811695|1820|Saint Ours|public|1989-10-20T19:15:00|-
FR|public|SPIF|44.0558|7.2366|1380|cr te de Spivol|public|2014-07-17T12:00:00|-
FR|public|SMPL|42.0945|9.2847|405|barrage de Sampolo|public|1996-10-22T11:30:00|-
FR|public|SAOF|43.986|7.5532|595|Saorge|public|1988-04-08T00:00:00|-
FR|public|RSL|45.688207|6.624517|1590|Roselend|public|1989-02-02T11:45:00|-
FR|public|REVF|43.738995|7.366198|700|fort de la Rev re|public|1988-04-08T00:00:00|-
FR|public|OGSI|46.056477|6.756875|750|Sixt Fer   Cheval|public|1996-03-06T12:00:00|-
FR|public|OGSA|45.036806|6.400931|2106|station alpine|public|2015-11-23T15:00:00|-
FR|public|OGMO|45.20865|6.68308|1200|Modane|public|1996-10-07T10:00:00|-
FR|public|OGGM|45.205717|6.116735|1575|barrage de Grand Maison|public|1995-05-11T10:00:00|-
FR|public|OGDI|44.1093|6.2253|770|Digne les Bains|public|1995-06-17T05:00:00|-
FR|public|OGAG|44.78784|6.539745|1280|L Argenti re la Bess e|public|1995-06-09T10:00:00|-
FR|public|OG02|46.154234|6.220211|606|74185  Monnetier Mornex|public|1989-11-10T15:00:00|-
FR|public|NOCA|43.72633|7.29985|373|Observatoire de la C te d Azur|public|2013-07-26T00:00:00|-
FR|public|NIMR|43.6802|7.20276|11|IMREDD|public|2020-10-09T12:00:00|-
FR|public|MVIF|43.896|7.153|1480|Mont Vial|public|1988-04-08T00:00:00|-
FR|public|MON|43.730343|7.424688|20|Monaco|public|2006-12-13T11:02:00|-
FR|public|MFC|43.967022|6.919558|993|maison foresti re de la Chaise|public|2022-06-09T00:00:00|-
FR|public|ISO|44.184|7.05|910|Isola|public|1962-01-01T12:00:00|-
FR|public|ILLF|47.683438|7.254296|298|Illfurth|public|2016-06-02T10:00:00|-
FR|public|ESCA|43.831|7.3744|550|L Escar ne|public|2003-10-29T12:30:00|-
FR|public|EILF|43.5479|7.1312|30|villa Eilenroc|public|2011-04-08T00:00:00|-
FR|public|CHAMO|45.914306|6.860238|1030|Chamonix|public|2023-11-29T16:00:00|-
FR|public|CALF|43.7528|6.9218|1242|plateau de Calern|public|1994-07-19T00:00:00|-
FR|public|ASEAF|42.79483|6.1635|-2470|Antares - 83126- La Seyne-sur-Mer - Var - Provence-Alpes-C|public|2010-10-10T00:00:00|-
FR|public|ANTF|43.5644|7.1234|54|Antibes|public|2003-01-06T12:00:00|-
GU|public|SATI|45.8754|7.8685|2935|Passo dei Salati  AO    Italy|public|2014-03-20T10:01:00|-
GU|public|SARM|44.18402|10.4008|1021|Sassorosso  LU    Italy|public|2013-07-17T10:01:00|-
GU|public|RSP|45.1482|7.2649|1265|Reno Superiore Condove TO  Italy|public|2006-05-17T00:00:00|-
GU|public|MGRO|44.0426|7.8082|1690|Montegrosso Pianlatte|public|2012-10-10T12:58:32|-
GU|public|GSCL|44.3506|10.588|650|Gusciola  MO    Italy|public|2016-01-20T00:00:00|-
GU|public|FOSD|44.1076|9.9971|60|FOSDINOVO|public|2013-06-23T08:00:00|2013-09-04T17:30:00
GU|public|FIVI|44.2394|10.1271|338|Fivizzano MS  Italy|public|2008-05-01T00:00:00|-
GU|public|EQUI|44.166|10.153|350|Equi Terme  MS    Italy|public|2019-03-03T10:01:00|-
GU|public|CARD|44.0261|10.4821|380|Cardoso Gallicano LU  Italy|public|2013-02-05T00:00:00|-
GU|public|BURY|43.7825|7.557|18|Villa Hanbury IM  Italy|public|2015-04-14T00:00:00|-
GU|public|BHB|44.8355|7.263|576|Bricherasio  TO    Italy|public|2014-06-27T00:00:00|-
IT|public|ZPP|44.5244|11.2044|94|Zola Predosa Piana|public|2009-10-30T00:00:00|-
IT|public|ZPG|44.4657|11.2158|195|Zola Predosa Gessi|public|2013-07-31T00:00:00|-
IT|public|ZCC|44.3241666666667|10.9708333333333|652|ZOCCA|public|1975-08-13T00:00:00|2004-11-25T00:00:00
IT|public|VRSI|44.6645|9.8495|441|Varsi|public|2026-02-04T00:00:00|-
IT|public|VRNA|45.4262|10.9922|110|Verona|public|2019-02-21T00:00:00|-
IT|public|VRL|44.3927|9.6334|803|Varese Ligure|public|2007-12-04T00:00:00|-
IT|public|VRCL|45.301|8.4117|127|Vercelli|public|2019-07-31T00:00:00|-
IT|public|VRB|45.9318|8.5589|268|Verbania|public|2012-10-03T00:00:00|-
IT|public|VNM|43.7997|7.6017|65|Ventimiglia|public|2012-07-15T00:00:00|-
IT|public|VLT|43.4027|10.8674|543|Volterra|public|2010-05-04T00:00:00|-
IT|public|VLN|43.1427|11.8947|258|Valiano|public|2010-04-13T00:00:00|-
IT|public|VLM|44.3648|10.4661|677|Villa Minozzo|public|2010-04-01T00:00:00|-
IT|public|VGR|44.9945|8.9809|131|Voghera|public|2012-10-03T00:00:00|-
IT|public|VGL|44.1107|10.2896|613|Vagli Paese|public|2010-06-03T00:00:00|-
IT|public|VGD1|44.1191666666667|10.3019444444444|560|VAGLI CENTRALE - BASE DIGA 1|public|1975-05-14T00:00:00|1999-12-31T00:00:00
IT|public|VDB|45.9069|11.9913|440|Valdobbiadene|public|2012-08-28T00:00:00|-
IT|public|VCNZ|45.527|11.5894|80|Vicenza|public|2019-02-21T00:00:00|-
IT|public|VALS|46.3388|11.8017|2086|Valles ARPAV|public|2015-07-01T00:00:00|-
IT|public|TZVP|44.5204|10.1989|800|Tizzano Val Parma|public|2026-02-05T00:00:00|-
IT|public|TVR|43.7123|11.2187|83|Tavarnuzze Impruneta|public|2010-08-04T00:00:00|-
IT|public|TSC|42.4226|11.8696|193|Tuscania|public|2010-07-08T00:00:00|-
IT|public|TRTO|46.1245|11.0992|264|Trento|public|2019-02-20T00:00:00|-
IT|public|TRT|44.886|8.8831|211|Tortona|public|2010-05-20T00:00:00|-
IT|public|TRG|45.5252777777778|11.1344444444444|499|TREGNAGO|public|1973-05-08T00:00:00|1988-01-03T00:00:00
IT|public|TNS|45.0305|7.6841|408|Torino Superga|public|2008-10-14T00:00:00|-
IT|public|TNO|45.1008|7.6339|324|Torino|public|2008-10-14T00:00:00|-
IT|public|TLFA|42.1496|11.9286|528|Tolfa|public|2026-01-29T00:00:00|-
IT|public|TGL|44.5337|9.1659|1087|Torriglia|public|2008-08-27T00:00:00|-
IT|public|TGG|45.562|11.1827|762|Tregnago|public|2010-10-08T00:00:00|-
IT|public|SVRT|43.0789|10.679|114|Suvereto|public|2025-02-05T00:00:00|-
IT|public|SVA|44.3076|8.46|137|Savona|public|2012-10-30T00:00:00|-
IT|public|SUZR|44.9879|10.7442|63|Suzzara|public|2021-02-18T00:00:00|-
IT|public|SUS|45.1425|7.0429|645|Susa|public|2008-09-10T00:00:00|-
IT|public|STS|43.9424|11.905|268|Santa Sofia|public|2010-09-09T00:00:00|-
IT|public|STF|43.9081|11.7944|640|Santa Sofia|public|2003-05-07T00:00:00|-
IT|public|SSU|44.507|10.7848|448|Sassuolo|public|2007-12-18T00:00:00|-
IT|public|SST|44.2322222222222|10.7675|1002|SESTOLA|public|1975-08-12T00:00:00|2004-11-25T00:00:00
IT|public|SSC|42.8746|11.8768|645|San Casciano dei Bagni|public|2003-05-20T00:00:00|-
IT|public|SRTN|42.9937|11.8736|518|Sarteano|public|2025-02-13T00:00:00|-
IT|public|SRP|44.8483|10.4469|32|Sorbolo|public|2010-05-26T00:00:00|-
IT|public|SRE|45.6703|9.7518|220|Seriate|public|2016-10-14T00:00:00|-
IT|public|SRB|44.8663888888889|10.4552777777778|27|SORBOLO|public|1974-11-27T00:00:00|1984-10-04T00:00:00
IT|public|SQDO|43.0545|11.6011|432|San Quirico d Orcia|public|2024-02-29T00:00:00|-
IT|public|SON|46.1732|9.8572|523|Sondrio|public|2012-07-15T00:00:00|-
IT|public|SNZ1|45.0742|9.8944|42|S.Nazzaro1|public|2011-02-04T00:00:00|-
IT|public|SNRM|43.8227|7.7868|44|Sanremo|public|2022-12-13T00:00:00|-
IT|public|SNLG|43.2113|11.7318|369|Sinalunga|public|2024-02-29T00:00:00|-
IT|public|SMS0|44.934|11.235|55|SAN MARTINO SPINO|public|2012-05-21T00:00:00|2013-01-10T00:00:00
IT|public|SMP|44.0641|10.8037|1022|San Marcello Pistoiese|public|2007-12-19T00:00:00|-
IT|public|SMC2|45.0186111111111|10.6322222222222|20|S. MATTEO DELLE CHIAVICHE - 2|public|1988-02-24T00:00:00|1999-07-04T11:00:00
IT|public|SMC1|45.0186111111111|10.6322222222222|20|S. MATTEO DELLE CHIAVICHE (VIADANA)|public|1988-02-24T00:00:00|1996-10-15T00:00:00
IT|public|SLZ|44.6509|7.4991|392|Saluzzo|public|2008-09-09T00:00:00|-
IT|public|SLS|44.6323|9.4059|381|Salsominore Centrale|public|2010-07-30T00:00:00|-
IT|public|SLP|46.8122222222222|11.2527777777778|725|S. LEONARDO VALPASSIRIA|public|1994-07-21T00:00:00|2011-01-10T00:00:00
IT|public|SLOB|45.6044|10.5165|76|Salo |public|2019-07-31T00:00:00|-
IT|public|SLM|44.6330555555556|9.40361111111111|422|SALSOMINORE|public|1975-10-08T00:00:00|1993-11-15T00:00:00
IT|public|SIEN|43.3318|11.3131|338|Siena|public|2024-02-29T00:00:00|-
IT|public|SGVC|45.0765|10.3798|65|San Giovanni in Croce|public|2021-02-25T00:00:00|-
IT|public|SEM|46.4847|10.2713|1466|Semogo|public|2010-05-06T00:00:00|-
IT|public|SEL|44.2654|9.4033|76|Sestri Levante|public|2007-12-04T00:00:00|-
IT|public|SEGG|42.9211|11.57|541|Seggiano|public|2025-02-18T00:00:00|-
IT|public|SAV|44.2448|7.3262|976|Sant Anna Dei Valdieri|public|2010-09-29T00:00:00|-
IT|public|SAS|44.4833|8.4862|415|Sassello|public|2008-08-27T00:00:00|-
IT|public|SARM|45.0544|9.49|104|Sarmato|public|2020-09-22T00:00:00|-
IT|public|SAN0|44.837635|11.14277|71|SAN FELICE SUL PANARO|public|2012-05-21T00:00:00|2013-01-10T00:00:00
IT|public|SAG0|44.791|11.3904|66|SANT AGOSTINO|public|2012-05-20T00:00:00|2012-09-07T00:00:00
IT|public|RVR|44.9044|9.5981|237|Rivergaro|public|2011-02-22T00:00:00|-
IT|public|ROL0|44.888|10.856|57|ROLO TEMPORANEA|public|2012-06-07T00:00:00|2013-01-10T00:00:00
IT|public|RNS|44.5954|8.936|437|Ronco Scrivia|public|2007-12-05T00:00:00|-
IT|public|RNC|43.870472|11.606806|534|RINCINE (LONDA)|public|2010-06-15T00:00:00|-
IT|public|RDD|43.4905|11.3855|476|Radda In Chianti|public|2010-07-29T00:00:00|-
IT|public|RDCD|43.2617|11.0431|504|Radicondoli|public|2025-02-19T00:00:00|-
IT|public|RAV0|44.7157|11.1428|87|RAVARINO|public|2012-05-20T00:00:00|2012-09-07T00:00:00
IT|public|PZS|44.1885|10.2886|659|Piazza al Serchio|public|2003-06-20T00:00:00|-
IT|public|PVT|44.0405|7.9228|311|Pieve di Teco|public|2012-07-15T00:00:00|-
IT|public|PVF|44.333|10.8252|743|Pavullo del Frignano|public|2007-12-18T00:00:00|-
IT|public|PTV|45.2741|10.0879|55|Pontevico|public|2009-08-27T00:00:00|-
IT|public|PTA|43.930302|10.9218|146|Pistoia Genio Civile|public|2016-06-28T00:00:00|2019-03-12T00:00:00
IT|public|PSTA|43.9303|10.9213|103|Pistoia Genio Civile|public|2019-03-13T00:00:00|-
IT|public|PST|43.9263888888889|10.8769444444444|100|PISTOIA|public|1975-05-13T00:00:00|2004-11-25T00:00:00
IT|public|PRT|44.1496|10.926|862|Porretta Terme|public|2007-12-19T00:00:00|-
IT|public|PRM|43.9792|11.7814|450|Premilcuore|public|2010-12-21T00:00:00|-
IT|public|POG0|44.9979|11.1181|55|POGGIO RUSCO TEMPORANEA|public|2012-01-10T00:00:00|2013-01-10T00:00:00
IT|public|PNS|42.8455555555556|11.6866666666667|740|PIANCASTAGNAIO (NATALI)|public|1994-01-27T00:00:00|2004-11-25T00:00:00
IT|public|PNR|44.8758|7.3441|372|Pinerolo|public|2010-04-13T00:00:00|-
IT|public|PNM|44.3799|9.8816|339|Pontremoli|public|2003-06-17T00:00:00|-
IT|public|PNC|42.8474|11.6935|754|Piancastagnaio|public|2010-04-22T00:00:00|-
IT|public|PLP|45.8294|6.9829|1592|Planpincieux |public|2009-10-15T00:00:00|-
IT|public|PIT|43.9896|10.9445|537|Pistoia|public|2003-07-03T00:00:00|-
IT|public|PIC|42.8503|11.6849|823|Piancastagnaio|public|2004-01-31T00:00:00|-
IT|public|PAR|44.8289|10.2793|91|Parma|public|2009-10-28T00:00:00|-
IT|public|OVD|44.6366|8.6423|235|Ovada|public|2008-08-26T00:00:00|-
IT|public|NZZ|44.7804|8.3561|161|Nizza Monferrato|public|2009-11-17T00:00:00|-
IT|public|NVL|44.843|10.7315|22|Novellara|public|2010-03-16T00:00:00|-
IT|public|NVG|44.7585|8.7711|270|Novi Ligure|public|2012-10-02T00:00:00|-
IT|public|MTVM|43.1771|10.715|383|Monteverdi Marittimo|public|2025-02-13T00:00:00|-
IT|public|MTVA|45.1579|10.7849|35|Mantova|public|2019-07-31T00:00:00|-
IT|public|MTV|43.5333|11.5585|151|Montevarchi|public|2010-06-08T00:00:00|-
IT|public|MRZ|44.3614|11.1901|456|Marzabotto|public|2009-10-29T00:00:00|-
IT|public|MRR|44.0641|11.6033|369|Marradi|public|2010-05-17T00:00:00|-
IT|public|MRNO|46.6536|11.1544|341|Merano|public|2019-02-19T00:00:00|-
IT|public|MRN0|44.878|11.062|71|MIRANDOLA TEMPORANEA|public|2012-05-29T00:00:00|2012-10-09T00:00:00
IT|public|MRN|44.8782|11.0617|15|Mirandola|public|2010-12-23T00:00:00|-
IT|public|MOG0|44.932|10.912|92|MOGLIA|public|2012-05-21T00:00:00|2012-09-07T00:00:00
IT|public|MOG|44.1703|11.7669|511|Modigliana|public|2008-09-22T00:00:00|-
IT|public|MNT|43.1396|11.1827|371|Monticiano|public|2010-06-01T00:00:00|-
IT|public|MNS|45.2517|11.7221|14|Monselice|public|2011-01-13T00:00:00|-
IT|public|MNOV|45.1452|10.7882|74|Mantova|public|2021-02-16T00:00:00|-
IT|public|MLC|45.8079|10.8485|98|Malcesine|public|2010-08-24T00:00:00|-
IT|public|MLBT|45.6323|10.0993|281|Monticelli Brusati|public|2019-07-30T00:00:00|-
IT|public|MDT|44.135|11.8297|571|Modigliana|public|2011-01-18T00:00:00|-
IT|public|MDNA|44.6486|10.8902|75|Modena|public|2025-04-17T00:00:00|-
IT|public|MDN|44.646|10.8899|80|Modena|public|2008-08-12T00:00:00|-
IT|public|MDG|44.1592|11.7885|187|Modigliana|public|2010-06-03T00:00:00|-
IT|public|MDC|44.4855|11.6404|26|Medicina|public|2010-07-23T00:00:00|-
IT|public|MCST|42.3526|11.6045|33|Montalto di Castro|public|2026-01-29T00:00:00|-
IT|public|MBG0|44.719|11.534|63|MALALBERGO TEMPORANEA|public|2012-05-21T00:00:00|2012-05-30T00:00:00
IT|public|MAL0|44.718|11.533|55|MALALBERGO TEMPORANEA 1|public|2012-05-22T00:00:00|2013-01-10T00:00:00
IT|public|LVR|43.4999|10.4126|294|Livorno|public|2003-07-01T00:00:00|-
IT|public|LVNO|43.5538|10.3204|60|Livorno Protezione Civile|public|2019-06-25T00:00:00|-
IT|public|LUI|45.9991|8.7842|461|Luino|public|2012-11-13T00:00:00|-
IT|public|LSP|44.0961|9.8079|107|La Spezia|public|2007-12-06T00:00:00|-
IT|public|LNG|44.6553|10.3133|203|Langhirano|public|2010-08-11T00:00:00|-
IT|public|LEC|45.8612|9.4122|231|Lecco|public|2010-01-13T00:00:00|-
IT|public|LDR|43.1147|10.9026|605|Larderello|public|2011-02-08T00:00:00|-
IT|public|LCC|43.8446|10.5112|78|Lucca Genio Civile|public|2016-06-28T00:00:00|-
IT|public|IVR|45.47|7.8822|310|Ivrea|public|2008-09-10T00:00:00|-
IT|public|ISD|45.2733|10.9602|40|Isola Della Scala|public|2010-08-17T00:00:00|-
IT|public|GVD|45.61|10.3836111111111|315|GAVARDO (GAZZINO - VALLIO TERME)|public|1982-03-03T00:00:00|2004-11-25T00:00:00
