network_code|network_restricted_status|station_code|station_latitude|station_longitude|station_elevation_m|station_name|station_restricted_status|start_time|end_time
RA|public|PYPE|42.673|2.878|100|Perpignan   66136   Pyr n es Orientales   Occitanie   France|public|2001-06-08T10:00:00|-
RA|public|PYPD|42.6142|2.4153|350|Prades   66149   Pyr n es Orientales   Occitanie   France|public|2007-11-30T10:00:00|-
RA|public|PYOR|42.782694|1.506694|1030|Orus  09222  Ari ge  Occitanie  Francece|public|2002-09-26T10:00:00|-
RA|public|PYLU|42.7892|0.6002|630|Luchon   31042  Bagn res de Luchon   Haute Garonne   Occitanie   France|public|2001-09-14T10:00:00|-
RA|public|PYLL|42.453|2.065|1430|Llo   66100   Pyr n es Orientales   Occitanie   France|public|2003-12-10T10:00:00|-
RA|public|PYLI|43.00156|1.13606|424|Saint Lizier   09268   Ari ge   Occitanie   France|public|2002-04-16T10:00:00|-
RA|public|PYFO|42.968|1.607|380|Foix   09122   Ari ge   Occitanie   France|public|2000-12-20T10:00:00|-
RA|public|PYFE|42.814|2.507|275|Saint Paul de Fenouillet   66187   Pyr n es Orientales   Occitanie   France|public|2001-06-06T10:00:00|-
RA|public|PYCA|43.0236|0.1771|709|Campan   65123   Hautes Pyr n es   Occitanie   Francece|public|2003-08-20T10:00:00|-
RA|public|PYBE|42.8189|1.95083|1100|Belcaire  11028  Aude  Occitanie  France|public|2001-09-04T10:00:00|-
RA|public|PYBB|43.0586|0.14889|560|Bagn res de Bigorre  65059  Hautes Pyr n es  Occitanie  France|public|2006-10-20T10:00:00|-
RA|public|PYBA|42.47434|3.11711|70|Banyuls sur Mer   66016   Pyr n es Orientales   Occitanie   France|public|2002-04-15T10:00:00|-
RA|public|PYAS|43.011889|0.797306|430|Aspet   31020   Haute Garonne   Occitanie   Francece|public|2002-06-19T10:00:00|-
RA|public|OGSR|45.192871|5.739953|212|cimeti re Saint Roch   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|1996-07-10T10:00:00|-
RA|public|OGPS|45.204375|5.699391|210|Polygone Scientifique   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2006-09-28T10:00:00|-
RA|public|OGPC|45.137114|5.698683|215|Le Pont de Claix   38317   Is re   Auvergne Rh ne Alpes   France|public|1998-08-25T10:00:00|-
RA|public|OGMU|45.195389|5.7265|250|Mus e Dauphinois   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|1997-01-22T10:00:00|-
RA|public|OGMA|45.7739|5.535|670|MARCHAMP (01)|public|1999-04-21T10:00:00|2010-10-11T09:49:00
RA|public|OGLP|44.307|4.689|46|Lapalud  84064  Vaucluse  Provence Alpes C te d Azur  France|public|2000-04-27T10:00:00|-
RA|public|OGIM|45.241854|5.821626|313|Saint Ismier   38397   Is re   Auvergne Rh ne Alpes   France|public|2006-12-18T10:00:00|-
RA|public|OGH7|45.186204|5.736268|234|h tel de ville de Grenoble SE 6 me  tage   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2019-01-28T17:00:00|-
RA|public|OGH6|45.186222|5.736389|258|h tel de ville de Grenoble SE top   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2004-11-19T10:00:00|-
RA|public|OGH5|45.186535|5.736162|258|h tel de ville de Grenoble NE top   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2004-11-19T10:00:00|-
RA|public|OGH4|45.186167|5.736278|258|h tel de ville de Grenoble SW top   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2004-11-19T10:00:00|-
RA|public|OGH3|45.186222|5.736389|209|h tel de ville de Grenoble SE base   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2004-11-19T10:00:00|-
RA|public|OGH2|45.186535|5.736162|209|h tel de ville de Grenoble NE base   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2004-11-19T10:00:00|-
RA|public|OGH1|45.186167|5.736278|209|h tel de ville de Grenoble SW base   38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|2004-11-19T10:00:00|-
RA|public|OGFO|45.208742|5.821009|220|Montbonnot Forage  38  France|public|2000-12-15T10:00:00|-
RA|public|OGDH|45.181508|5.736532|212|38185  Grenoble   Is re   Auvergne Rh ne Alpes   France|public|1996-04-17T10:00:00|-
RA|public|OGCU|45.200197|5.775136|212|campus universitaire   38179  Gi res   Is re   Auvergne Rh ne Alpes   France|public|1997-06-18T10:00:00|-
RA|public|OGCH|45.588784|5.932482|511|73031  Bassens   Savoie   Auvergne Rh ne Alpes   France|public|1997-07-01T10:00:00|-
RA|public|OGCA|43.732277|5.671813|412|84014 Beaumont de Pertuis  Vaucluse  Provence Alpes C te d Azur  France|public|1996-06-13T10:00:00|-
RA|public|OGBL|45.6345|5.884194|231|73179  La Motte Servolex   Savoie   Auvergne Rh ne Alpes   France|public|1998-09-01T10:00:00|-
RA|public|OGBC|45.58898|5.93226|511|73031 Bassens  Savoie  Auvergne Rh ne Alpes  France|public|2022-03-02T10:05:00|-
RA|public|OGBB|44.281|5.259|580|Buis les Baronnies  26063  Dr me  Auvergne Rh ne Alpes  France|public|1999-06-03T10:00:00|-
RA|public|OGBA|45.63667|5.884117|288|73179  La Motte Servolex   Savoie   Auvergne Rh ne Alpes   France|public|2019-07-31T10:05:00|-
RA|public|OCSJ|46.0512|2.7334|0|Saint Julien la Geneste   63369   Puy de D me   Auvergne Rh ne Alpes   France|public|2003-09-05T00:00:00|-
RA|public|OCSF|45.033013|3.09496|882|Saint Flour  15187  Cantal  Auvergne Rh ne Alpes  Franc|public|2007-07-25T10:00:00|-
RA|public|OCOR|45.7975|3.0279|764|Orcines   63263   Puy de D me   Auvergne Rh ne Alpes  France|public|2004-02-26T10:00:00|-
RA|public|OCOL|45.6764|3.63619|449|Olliergues   63258   Puy de D me   Auvergne Rh ne Alpes   France|public|2005-07-28T11:28:57|-
RA|public|OCMN|46.3284|2.5889|266|Montlu on   03185   Allier   Auvergne Rh ne Alpes   Frae|public|2005-11-24T10:00:00|-
RA|public|OCMD|45.5752|2.8099|972|Mont Dore   63236   Puy de D me   Auvergne Rh ne Alpes   France|public|2006-01-12T11:12:05|-
RA|public|OCLD|45.77044|3.08852|383|b timent Ledru   63113  Clermont Ferrand   Puy de D me   Auvergne Rh ne Alpes   France|public|2006-09-06T11:25:32|-
RA|public|OCCD|45.3193|3.699|1080|La Chaise Dieu   43048   Haute Loire   Auvergne Rh ne Alpes   France|public|2003-07-29T10:00:00|-
RA|public|IRVG|43.6265|5.54306|499|PEYROLLES (13)|public|2001-06-13T10:00:00|-
RA|public|IRPV|43.80341|5.759075|414|Pierrevert  04152  Alpes de Haute Provence  Provence Alpes C te d Azur  France|public|1997-07-03T10:00:00|-
RA|public|BRGM|43.236806|5.437778|135|Bureau de Recherches G ologiques et Mini res  13055 Marseille  Bouches du Rh ne  Provence Alpes C t|public|2001-08-01T10:00:00|-
YK|public|C002|42.505066|1.51941|1004|Prat de Rull - C002|public|2019-04-03T00:00:00|-
Z3|public|A175A|45.9427|5.0747|315|Le Montellier  01260  Ain  Auvergne Rhone Alpes  France|public|2016-06-13T15:25:00|-
Z3|public|A163A|47.197|5.20102|222|Tart Le Haut  21623  Cote d Or  Bourgogne Franche Comte  France|public|2016-06-14T17:00:00|-
2D|public|RE08|44.5237|10.6999|301|RE08|public|2008-12-24T00:00:00|2009-02-11T23:59:00
2D|public|RE07|44.5259|10.1984|745|RE07|public|2008-12-24T00:00:00|2009-02-11T23:59:00
2D|public|RE06|44.4511|10.2304|680|RE06|public|2008-12-24T00:00:00|2009-02-11T23:59:00
2D|public|RE05|44.4018|10.327|1007|RE05|public|2008-12-24T00:00:00|2009-02-11T23:59:00
2D|public|RE04|44.6083|10.5205|255|RE04|public|2008-12-23T00:00:00|2009-02-11T23:59:00
2D|public|RE03|44.524|10.3938|545|RE03|public|2008-12-24T00:00:00|2009-02-11T23:59:00
2D|public|RE02|44.5672|10.4673|500|RE02|public|2008-12-24T00:00:00|2009-02-11T23:59:00
2D|public|RE01|44.581|10.3129|522|RE01|public|2008-12-23T00:00:00|2009-02-11T23:59:00
5G|public|T0828|44.830788|10.91431|13|Loc. Fossoli  Carpi  MO |public|2012-05-30T00:00:00|2012-09-19T23:59:00
5G|public|T0827|44.937672|10.931877|11|Moglia  MN |public|2012-05-30T00:00:00|2012-09-19T23:59:00
5G|public|T0826|44.83943|10.81133|13|Rio Saliceto  MN |public|2012-05-29T16:00:00|2012-08-09T23:59:00
5G|public|T0824|44.759354|10.927588|72|Loc. Limidi di Soliera  Soliera  MO |public|2012-05-27T00:00:00|2012-09-19T23:59:00
5G|public|T0823|44.68618|11.277115|14|Castello DArgile  BO |public|2012-05-26T00:00:00|2012-09-19T23:59:00
5G|public|T0821|44.9035|11.5405|3|Loc. Casaglia  Ferrara  FE |public|2012-05-20T08:57:41|2012-12-17T23:59:00
5G|public|T0820|44.7912|11.5732|8|Chiesuol del Fosso  FE |public|2012-05-20T08:49:11|2012-07-09T15:00:00
5G|public|T0819|44.8873|10.8987|19|Novi di Modena  MO |public|2012-05-20T08:35:31|2013-06-11T13:35:46
5G|public|T0818|44.934845|11.030367|5|Loc. Fossa  Concordia sulla Secchia  MO |public|2012-05-21T00:00:00|2012-09-19T23:59:00
5G|public|T0817|44.991627|11.455909|0|Loc. Veratica  Salara  RO |public|2012-05-21T00:00:00|2012-09-18T23:59:00
5G|public|T0816|44.720657|11.597592|1|San Bartolomeo in Bosco  FE |public|2012-05-21T00:00:00|2012-09-18T23:59:00
5G|public|T0815|44.873112|11.719825|2|Correggio  FE |public|2012-05-22T00:00:00|2012-09-18T23:59:00
5G|public|T0814|44.793297|10.969215|16|Loc. Cortile  Carpi  MO |public|2012-05-20T00:00:00|2012-09-19T23:59:00
5G|public|T0813|44.877766|11.199186|1|Massa Finalese Finale Emilia  MO |public|2012-05-20T00:00:00|2013-04-05T00:00:00
5G|public|T0812|44.954678|11.180956|7|Loc. Stoppiaro Poggio Rusco |public|2012-05-20T00:00:00|2012-09-19T23:59:00
5G|public|T0811|44.783768|11.226468|10|Palata Pepoli  BO |public|2012-05-20T00:00:00|2012-07-31T23:59:00
5G|public|T0805|44.918724|11.322612|5|Bondeno  FE |public|2012-05-22T10:45:00|2012-08-27T23:59:00
5G|public|T0803|44.7668|11.35078|10|Dosso  Cento  FE |public|2012-05-21T00:00:00|2012-08-27T23:59:00
5G|public|T0802|44.875|11.1816|9|San Felice sul Panaro  MO |public|2012-05-21T00:00:00|2012-08-27T23:59:00
5G|public|T0800|44.8486|11.2479|9|Massa Finalese  Finale Emilia  MO |public|2012-05-21T00:00:00|2012-09-11T23:59:59
BA|public|MIRH|44.8824|11.0631|15|MIRH|public|1900-01-01T00:00:00|-
BA|public|MIRE|44.878212|11.061747|9999|MIRE|public|1900-01-01T00:00:00|-
C4|public|CERNS|46.266947|6.066212|463|CERN  Surface station  France|public|2017-02-15T00:00:00|-
C4|public|CERN5|46.309893|6.07608|418|CERN  Tunnel Point 5  France|public|2017-03-01T00:00:00|-
C4|public|CERN1|46.235876|6.054836|356|CERN  Tunnel Point 1  GE|public|2017-03-01T00:00:00|-
CH|public|ZUR|47.36921|8.58088|510|Zuerich  Degenried  ZH|public|1998-04-14T00:00:00|-
CH|public|WOLEN|46.99777|7.3688|623|Wohlen bei Bern  Struchismoos  BE|public|2015-05-27T13:00:00|-
CH|public|WIMIS|46.66488|7.62418|770|Wimmis  BE|public|2000-05-24T00:00:00|-
CH|public|WILA|47.41483|8.9077|853|Wila  ZH|public|2000-01-12T00:00:00|-
CH|public|WGT|47.09838|8.92525|913|W gital  SZ|public|2019-06-20T06:00:00|-
CH|public|WEIN2|47.52976|8.98681|557|Weingarten  Reservoir Immenberg  Lommis TG|public|2022-04-07T09:55:00|-
CH|public|VMV|46.42309|9.02207|992|Val Malvaglia  TI|public|2021-11-12T16:00:00|-
CH|public|VINZL|46.45175|6.27815|553|Vinzel Chemin de la Chaponni re VD|public|2019-10-25T12:00:00|-
CH|public|VDR|46.2061|9.16648|920|Val di Roggiasca  GR|public|2019-11-06T16:00:00|-
CH|public|VDL|46.48318|9.44956|1927|Valle di Lei  GR|public|1983-07-06T00:00:00|-
CH|public|TRULL|47.6487|8.68161|525|Truellikon  ZH|public|2003-08-29T12:00:00|-
CH|public|TORNY|46.77363|6.95874|710|Torny  Romont  FR|public|2000-01-25T00:00:00|-
CH|public|SZWD2|46.551201|7.372071|964|Zweisimmen  Obersimmentaler Heimatmuseum  BE|public|2017-06-08T19:00:00|-
CH|public|SZWD|46.5528|7.3706|1011|ZWEISIMMEN-DORF|public|1992-03-12T00:00:00|-
CH|public|SZUZ|47.377497|8.530235|409|Zuerich  Zeughauswiese  ZH|public|2012-12-19T10:45:00|-
CH|public|SZUF|47.4662|8.5541|467|ZUERI14-FLUGHAFEN|public|1998-04-09T00:00:00|-
CH|public|SZUD|47.36933|8.58003|610|ZURICH-DEGENRIED|public|1992-12-01T00:00:00|2005-12-31T00:00:00
CH|public|SZIM|46.14791|7.62408|1581|Zinal Meteostation  VS|public|2019-06-04T22:00:00|-
CH|public|SZER|46.69749|10.09768|1471|Zernez  GR|public|2006-05-29T00:00:00|-
CH|public|SZEK|46.019614|7.747355|1612|Zermatt  Kirche  VS|public|2016-06-15T12:00:00|-
CH|public|SYVP|46.77471|6.641752|434|Yverdon  Rue des Philosophes  VD|public|2011-09-07T00:00:00|-
CH|public|SYVJ|46.7771|6.6375|485|YVERDON-JORDILS|public|2009-10-01T00:00:00|2010-11-12T23:59:59
CH|public|SWYZ|47.02375|8.65261|546|Schwyz Kantonsschule Kollegium  SZ|public|2018-07-19T18:00:00|-
CH|public|SWIS|47.50636|8.73|444|Winterthur  Spital  ZH|public|2015-02-27T08:37:34|-
CH|public|SWIM|47.20475|9.35224|1097|Wildhaus  Mehrzweckhalle  SG|public|2019-10-17T18:00:00|-
CH|public|SWIK|47.459585|9.034595|563|Wil  Kantonsschule  SG|public|2015-10-06T09:36:00|-
CH|public|SWERG|47.17139|9.45983|446|Werdenberg Gunten  SG|public|2020-09-17T18:00:00|-
CH|public|SWAS|47.121997|9.30881|426|Walenstadt  Sportplatz  SG|public|2016-03-21T12:39:00|-
CH|public|SVIT|46.289679|7.884962|651|Visp  VS|public|2010-06-05T00:00:00|-
CH|public|SVISP|46.3004|7.87748|645|Visp- Lonza- VS|public|2015-08-12T00:00:00|-
CH|public|SVIS1|46.30025|7.8775|645|Visp Lonza VS|public|2023-11-14T00:00:00|-
CH|public|SVIO|46.2908|7.88033|650|Visp  VS|public|2010-07-21T00:00:00|-
CH|public|SVIL|46.29225|7.88653|647|Visp  VS|public|2010-07-20T00:00:00|-
CH|public|SVIK|46.29897328|7.879105954|645|Visp Valgrid Wallis VS|public|2023-06-23T00:00:00|-
CH|public|SVEJ|46.45975|6.839445|375|Vevey  Jardin du Rivage  VD|public|2016-05-18T13:42:01|-
CH|public|SVBE|46.09583|7.22257|1450|Verbier Ecole  VS|public|2020-10-14T18:00:00|-
CH|public|SVAM|46.693377|9.526099|1227|Vaz Muldain  GR|public|1991-11-23T00:00:00|-
CH|public|SUSI|46.01038|8.95869|280|Universit  della Svizzera italiana Lugano  TI|public|2017-07-25T00:00:00|-
CH|public|SULZ|47.52753|8.11187|668|Sulz  AG|public|2000-08-29T00:00:00|-
CH|public|STSW2|46.34522|7.43375|1774|Tseuzier  Stausee  VS|public|2016-08-16T16:00:00|-
CH|public|STSW|46.3451|7.4325|1826|TSEUZIER-WASSERALARM|public|1993-10-28T00:00:00|-
CH|public|STSP|46.62645|10.33317|1690|Tschierv  GR|public|2006-05-29T00:00:00|-
CH|public|STRW|47.11655|9.55025|1031|Triesenberg  Werkhof  Liechtenstein|public|2014-11-25T12:00:00|-
CH|public|STIEG|47.4978|8.65405|637|Oberembrach  Stiegenhof  ZH|public|2012-12-11T00:00:00|-
CH|public|STHK|46.7437|7.62953|559|Thun  Kantonsschule  BE|public|2015-04-21T11:31:34|-
CH|public|STGK|47.424125|9.37849|673|St. Gallen  Kloster  SG|public|2012-03-16T00:00:00|-
CH|public|STEIN|47.66974|8.86899|540|Stein am Rhein  SH|public|2003-08-29T12:00:00|-
CH|public|STAF|46.8052|7.2161|650|Tafers  FR|public|2008-04-16T00:00:00|-
CH|public|SSTS|46.960981|8.356836|444|Stans  Spital  NW|public|2015-03-13T11:00:00|-
CH|public|SSMS|46.21325|6.9972|437|St. Maurice H pital  VS|public|2021-05-20T19:00:00|-
CH|public|SSCN|47.53163|7.66973|269|Schweizerhalle  Novartis  BL|public|2014-11-21T09:42:24|-
CH|public|SRHH|47.57975|7.65385|308|Riehen  Zur Hoffnung  BS|public|2013-12-17T00:00:00|-
CH|public|SRHE|47.58559|7.64945|279|Riehen  Erlenstraesschen  BS|public|2013-12-17T00:00:00|-
CH|public|SRHB|47.5713|7.6244|260|Riehen  Baeumlihof  BS|public|1996-12-13T00:00:00|-
CH|public|SRFW|47.55317|7.806784|299|Rheinfelden  Werkhof  AG|public|2017-06-06T18:00:00|-
CH|public|SRER|47.511552|7.597904|294|Reinach  Rainenweg  BL|public|2011-05-10T00:00:00|-
CH|public|SRENH|46.378|6.91908|375|Rennaz H pital  VD|public|2020-02-07T18:00:00|-
CH|public|SPGF|46.6249|10.2001|1857|Punt dal gall  SPGF  GR|public|1992-05-21T00:00:00|-
CH|public|SONUG|46.22761|6.13882|434|Office des Nations Unies   Gen ve  ONUG   GE|public|2019-10-31T18:00:00|-
CH|public|SOLZ|47.208825|7.538306|444|Solothurn  Zeughausgasse  SO|public|2012-01-12T00:00:00|-
CH|public|SOLB|47.206835|7.517052|430|Solothurn  Schulhaus Bruehl  SO|public|2011-11-22T00:00:00|-
CH|public|SNTZ|46.32389|7.98827|656|Naters Zentrum  VS|public|2017-10-24T18:00:00|-
CH|public|SNIB|46.177142|7.802367|1110|St. Niklaus  Bahnofstrasse  VS|public|2010-12-16T00:00:00|-
CH|public|SNES2|47.00001|6.95307|484|Neuenburg  Observatorium  NE|public|2014-12-05T10:51:34|-
CH|public|SMZW|47.5474|7.64708|273|Muttenz  Waldhaus  BL|public|2003-08-31T00:00:00|-
CH|public|SMZA|47.5417|7.6583|302|BMUTTENZ-AUHAFEN OS|public|1998-11-25T00:00:00|-
CH|public|SMUR|46.2772|6.9205|480|Muraz  Reservoir  VS|public|2005-10-12T00:00:00|-
CH|public|SMUK|46.2863|6.9406|388|Muraz  Klaeranlage  VS|public|2005-10-12T00:00:00|-
CH|public|SMTK|47.3352|9.5896|466|MONTLINGEN-KREUZ|public|1996-11-13T00:00:00|-
CH|public|SMOE|46.6718|6.80111|527|Moudon  Ecole  VD|public|2015-03-11T06:40:58|-
CH|public|SMFL|47.21004|9.54632|441|Mauren  Feuerwehr  Liechtenstein|public|2014-11-28T12:00:00|-
CH|public|SMELS|47.04646|9.4272|488|Mels Schulhaus Feldacker  SG|public|2018-07-17T18:00:00|-
CH|public|SMEIS|46.72863|8.18652|594|Meiringen Schule  BE|public|2019-08-06T18:00:00|-
CH|public|SMAR|46.2079|6.9949|662|ST.MAURICE-RESERVOIR|public|1992-06-01T00:00:00|-
CH|public|SMAO|46.09889|7.07477|473|Martigny  Rue d Octodure  VS|public|2012-11-12T00:00:00|-
CH|public|SLUX|46.69309|9.14976|1214|Val Lumnezia  GR|public|2021-09-16T22:00:00|-
CH|public|SLUW|47.04631|8.31786|436|Luzern  Werkhofstrasse  LU|public|2010-12-15T00:00:00|-
CH|public|SLUK|47.04789|8.30833|436|Luzern  Kirche  LU|public|2014-12-02T16:00:00|-
CH|public|SLUB|47.057919|8.30548|510|Luzern  Bramberg  LU|public|2011-12-01T00:00:00|-
CH|public|SLTM2|46.92358|9.000898|648|Linthal  Matt  GL|public|2011-06-01T00:00:00|-
CH|public|SLTM|46.9253|9.0003|693|LINTHAL-MATT|public|1996-04-12T00:00:00|-
CH|public|SLOP|46.16384|8.79055|200|Locarno  Pompieri  TI|public|2013-06-14T00:00:00|-
CH|public|SLIES|47.48764|7.73226|313|Liestal Spital  BL|public|2020-09-18T18:00:00|-
CH|public|SLENK|46.45529|7.44487|1065|Lenk Schule  BE|public|2019-08-08T19:00:00|-
CH|public|SLE|47.7645|8.49236|648|Schleitheim SH|public|1980-11-10T00:00:00|-
CH|public|SLCF|47.08296|6.79236|1017|La Chaux de Fonds  Flughafen  NE|public|2016-09-20T14:30:00|-
CH|public|SLAE|46.8996|7.241|545|LAUPEN-EIGERWEG|public|1992-06-05T00:00:00|-
CH|public|SKRK|47.648113|9.180592|403|Kreuzlingen  Kantonsschule  TG|public|2015-04-17T11:34:56|-
CH|public|SKLW|47.463|8.56745|428|Kloten  Waffenplatz  ZH|public|2015-05-29T08:53:00|-
CH|public|SKIES|47.021692|8.30021|449|Kriens Schulhaus LU|public|2023-07-20T18:00:00|-
CH|public|SKEK|46.90216|8.27752|568|Kerns  Kirchgemeinde  OW|public|2019-02-24T12:00:00|-
CH|public|SKEH|46.9029|8.2715|609|Kerns  Hobiel  OW|public|1992-06-23T00:00:00|-
CH|public|SKAF|47.5384|7.7199|270|Kaiseraugst  Friedhof  AG|public|2006-03-22T00:00:00|-
CH|public|SIZS|46.772384|9.205253|752|Ilanz  Schule  GR|public|2016-05-25T11:23:33|-
CH|public|SIOV|46.2351|7.36423|560|Sion  Valere  VS|public|2002-05-31T00:00:00|-
CH|public|SIOO|46.2328|7.3832|495|Sion  Ophtalmol  VS|public|2002-05-31T00:00:00|-
CH|public|SIOM|46.229012|7.361916|495|Sion Mayennets VS|public|1993-03-12T00:00:00|-
CH|public|SIOH|46.23434|7.38838|498|Sion  H pital de Valais  VS|public|2021-09-08T18:00:00|-
CH|public|SINS|46.68692|7.86414|560|Interlaken  Schloss  BE|public|2012-09-14T00:00:00|-
CH|public|SIMPL|46.23962|8.01958|1930|Simplonpass  VS|public|2009-10-28T00:00:00|-
CH|public|SIES|46.2877|7.54854|504|SIERRE-ENERGIE SOLAIRE|public|1997-05-13T00:00:00|2011-01-08T00:00:00
CH|public|SIEB|46.29543|7.53507|551|Sierre  Ecole de Borzuat  VS|public|2012-05-11T00:00:00|-
CH|public|SHER|46.18525|7.39589|1496|H r mence  Route du Solitaire  VS|public|2017-07-20T00:00:00|-
CH|public|SHEK|47.4157026|9.6279638|404|Heerbrugg  Kantonsschule  SG|public|2015-11-17T14:00:00|-
CH|public|SGWS|46.6242|8.0257|951|Grindelwald Schwimmbad  BE|public|2019-10-02T21:00:00|-
CH|public|SGT00|47.423989|9.310302|721|Sennhuelsen  SG|public|2012-03-13T00:00:00|-
CH|public|SGRA|46.193636|7.835612|1591|Graechen  Ausblick  VS|public|2010-12-15T00:00:00|-
CH|public|SGLK|47.04497|9.06607|481|Kantonsspital  Glarus  GL|public|2017-07-19T00:00:00|-
CH|public|SGEV|46.20062|6.13676|372|Geneve  Feuerwehrzentrale  GE|public|2011-12-13T00:00:00|-
CH|public|SGAK|46.315337|7.741361|687|Gampel  Kirche  VS|public|2016-05-30T17:00:00|-
CH|public|SGAG|47.2107|9.4493|527|GAMS-GASENZEN|public|1992-06-12T00:00:00|-
CH|public|SFUY|46.13485|7.10993|459|Fully Stade de Charnot  VS|public|2021-09-15T18:00:00|-
CH|public|SFRU|46.791336|7.157864|638|Fribourg  University  FR|public|2016-12-13T11:00:00|-
CH|public|SFRS|46.58232|7.65632|772|Frutigen  Schulhaus Kanderbr ck  BE|public|2018-10-11T22:00:00|-
CH|public|SFRA|47.50358|7.70911|345|Frenkendorf  BL|public|2007-06-20T00:00:00|-
CH|public|SFEL|47.532627|8.230879|395|Villigen  Paul Scherrer Institut  AG|public|2016-06-21T12:00:00|-
CH|public|SFEA|46.8458|9.4718|623|FELSBERG-ALTDORF|public|1992-08-25T00:00:00|-
CH|public|SEPFL|46.521239|6.565748|396|Lausanne  EPFL  VD|public|2011-10-26T00:00:00|-
CH|public|SENIN|46.36335|7.29938|2019|Lac de Senin Sanetsch VS|public|2002-02-06T00:00:00|-
CH|public|SENGL|46.82157|8.41049|1032|Engelberg  Kloster  OW|public|2018-09-27T22:00:00|-
CH|public|SEMOS|46.06771|6.93499|1950|Emosson Barrage  Bunker  VS|public|2013-06-18T00:00:00|-
CH|public|SEFS|46.81869|8.6485|473|Erstfeld  Schule  UR|public|2017-07-13T00:00:00|-
CH|public|SDIF|46.0841|7.4018|2222|GRANDE DIXENCE-SDIF|public|1992-08-25T00:00:00|-
CH|public|SDES|47.368527|7.339875|453|Del mont  Spital  JU|public|2016-02-05T12:00:00|-
CH|public|SDAK|46.80054|9.832|1548|Davos  Kongresszentrum  GR|public|2015-03-17T12:10:46|-
CH|public|SCUG|46.856125|9.523831|575|Chur Gewerbeschulhaus  GR|public|2011-11-18T00:00:00|-
CH|public|SCUC|46.798|10.3038|1230|Scuol Clozza  GR|public|2005-05-16T00:00:00|-
CH|public|SCRM|46.31638|7.49331|1471|Crans Montana Hopital  VS|public|2019-07-11T20:00:00|-
CH|public|SCOU|46.854|7.1037|600|Cournillens  FR|public|2008-04-16T00:00:00|-
CH|public|SCOD|46.470464|7.128724|923|Ch teau d Oex  salle de spectacle  VD|public|2016-04-20T13:00:00|-
CH|public|SCME|46.278053|6.939356|388|Collombey Muraz  VS|public|2021-06-24T00:00:00|-
CH|public|SCHS|47.711436|8.636507|472|Schaffhausen  Spital  SH|public|2011-06-09T00:00:00|-
CH|public|SCHK|46.788912|9.536332|1208|Churwalden  Kloster  GR|public|2015-07-16T09:00:00|-
CH|public|SCHIO|46.41375|6.92843|372|Ch teau de Chillon  VD|public|2021-05-19T20:00:00|-
CH|public|SCHH|47.178|9.521|445|Schaan-Hilti|public|1900-01-01T00:00:00|-
CH|public|SCHC|47.5325|7.6677|318|SCHWEIZERHALLE-CIBA GEIGY|public|1992-05-05T00:00:00|-
CH|public|SCHAT|46.83148|6.83527|489|Chatillon  Schule  FR|public|2017-11-14T18:00:00|-
CH|public|SCEM|46.5058|9.8411|2128|Celerina  PTT Mehrzweckanlage  GR|public|1997-09-22T00:00:00|-
CH|public|SCEL|46.5074|9.85542|1720|Celerina  GR|public|2009-08-19T00:00:00|-
CH|public|SCAS2|46.155187|8.614781|505|Camedo  Stauwehr  TI|public|2016-10-05T10:00:00|-
CH|public|SCAS|46.1554|8.616|567|Camedo  Paratoia di spurgo  TI|public|1994-08-05T00:00:00|-
CH|public|SBUW|47.1662|9.46535|445|BUCHS-WERDENBERG|public|1992-05-08T00:00:00|1992-06-11T00:00:00
CH|public|SBUS|46.978918|8.420467|436|Buochs  Nidwalden NW|public|2019-05-19T00:00:00|-
CH|public|SBUM|47.146|9.434|1422|BUCHS-MALBUN|public|1992-05-08T00:00:00|2010-09-02T00:00:00
CH|public|SBUL|46.62637|7.05287|762|Bulle Ecole professionnelle  FR|public|2018-05-02T18:00:00|-
CH|public|SBUH|47.17256|9.47405|444|Buchs  Hochschule  SG|public|2012-10-19T00:00:00|-
CH|public|SBUB|47.145928|9.434239|1371|Buchserberg Malbun  SG|public|2010-09-02T00:00:00|-
CH|public|SBUA2|47.15909|9.47102|464|Buchs  Kindergarten  SG|public|2011-06-24T00:00:00|-
CH|public|SBUA|47.159|9.4685|517|BUCHS-ALTENDORF|public|1992-06-12T00:00:00|2009-02-02T00:00:00
CH|public|SBRS|46.31693|7.98139|671|Brig  Spital  VS|public|2012-09-03T00:00:00|-
CH|public|SBRG|46.311|7.9763|721|Brig Glis  Dorf  VS|public|1992-06-04T00:00:00|-
CH|public|SBIS2|47.5411|7.5835|315|Binningen  BL|public|2008-12-01T12:00:00|-
CH|public|SBIS|47.5413|7.7825|315|BINNINGEN|public|1989-12-01T00:00:00|2008-12-01T00:00:00
