scene,dwell_s,net,sta,lat,lon,name,datacentre,start,end,waveform_bytes,rms_um,peak_um,chan,note
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,17920,1.7057,7.1433,HHN,
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,12800,1.2393,5.5680,HHN,
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,11776,1.2910,5.4124,HHE,
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,39936,1235.8805,5525.8855,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,21504,2.4432,9.2950,HHE,
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,19456,1.4759,5.6752,HHN,
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,16896,1.5788,6.9443,HHN,
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,11776,1.3755,5.9122,HHN,
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,11264,1.1371,4.6894,HHN,
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,9728,3.0878,15.9151,HHE,
CAPELLA_C09_SP_CPHD_HH_20231119132416_20231119132442,25.7,NN,UNVG,36.1106,-115.1446,"UNLV greenhouse area, Las Vegas Valley",IRISDMC,2023-11-19T13:24:16Z,2023-11-19T13:24:41Z,46592,0.7643,2.4016,HHE,
CAPELLA_C09_SP_CPHD_HH_20231119132416_20231119132442,25.7,NN,CC12,36.1337,-115.1709,Clark County Firehouse 12; ANSS SM w84gm,IRISDMC,2023-11-19T13:24:16Z,2023-11-19T13:24:41Z,23552,0.0214,0.1273,HNZ,
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,19456,2.6157,10.4284,HHE,
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,16896,4.3627,17.5680,HHN,
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,16384,2.7075,12.4797,HHN,
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,12288,2.0983,9.8925,HHN,
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,12288,3.3966,12.3584,HHE,
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,11264,2.4488,12.1867,HHN,
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,11264,21.3961,66.5895,HHE,
CAPELLA_C02_SP_CPHD_HH_20210310215642_20210310215708,25.6,IV,VENL,45.4167,12.3765,Venezia Lido,INGV,2021-03-10T21:57:08Z,2021-03-10T21:57:33Z,10752,0.1620,0.9754,HNZ,
CAPELLA_C10_SP_CPHD_HH_20240926191432_20240926191457,25.1,LX,GGNV,38.718498,-9.1505,"Lisboa, Geofisico, Portugal",IRISDMC,2024-09-26T19:14:31Z,2024-09-26T19:14:56Z,18944,0.7980,3.1476,BHN,
CAPELLA_C10_SP_CPHD_HH_20240926191432_20240926191457,25.1,AM,R2A34,38.729729729729726,-9.134956051825696,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-09-26T19:14:31Z,2024-09-26T19:14:56Z,5632,0.3104,1.3745,EHZ,
CAPELLA_C13_SP_CPHD_HH_20240930140452_20240930140517,25.0,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-09-30T14:05:17Z,2024-09-30T14:05:42Z,16896,1.4661,6.5136,HHN,
