scene,dwell_s,net,sta,lat,lon,name,datacentre,start,end,waveform_bytes
CAPELLA_C15_SP_CPHD_HH_20241115212743_20241115212823,40.1,AM,RC269,47.47747747747748,19.049177505045154,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-11-15T21:28:23Z,2024-11-15T21:29:03Z,6656
CAPELLA_C13_SP_CPHD_HH_20241008104829_20241008104908,39.0,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-08T10:49:07Z,2024-10-08T10:49:45Z,24064
CAPELLA_C14_SP_CPHD_HH_20240924060907_20240924060945,38.4,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-09-24T06:09:08Z,2024-09-24T06:09:46Z,25600
CAPELLA_C13_SP_CPHD_HH_20241003024738_20241003024817,38.2,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-03T02:48:16Z,2024-10-03T02:48:54Z,29184
CAPELLA_C15_SP_CPHD_HH_20241114212350_20241114212427,37.6,AM,RC269,47.47747747747748,19.049177505045154,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-11-14T21:24:27Z,2024-11-14T21:25:04Z,6656
CAPELLA_C13_SP_CPHD_HH_20241009004436_20241009004512,35.9,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-09T00:45:12Z,2024-10-09T00:45:47Z,26624
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,30208
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,29696
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,26624
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,18944
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,15872
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,15872
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,15360
CAPELLA_C13_SP_CPHD_HH_20241010111409_20241010111443,34.4,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-10T11:14:43Z,2024-10-10T11:15:17Z,23040
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,27136
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,27136
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,26624
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,17408
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,16384
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,15360
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,14336
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,50176
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,24576
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,24064
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,22016
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,19968
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,14848
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,13824
CAPELLA_C10_SP_CPHD_HH_20240919044744_20240919044817,33.4,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-09-19T04:47:44Z,2024-09-19T04:48:17Z,25088
CAPELLA_C13_SP_CPHD_HH_20241114042855_20241114042929,33.3,AM,RC269,47.47747747747748,19.049177505045154,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-11-14T04:29:29Z,2024-11-14T04:30:02Z,6144
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,31232
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,27136
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,26624
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,16384
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,BYL,19.412087,-155.259877,Byron's Ledge,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,15360
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,15360
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,14848
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,14336
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,32768
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,25088
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,24064
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,18944
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,15872
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,15872
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,11264
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,48640
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,25600
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,23552
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,22016
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,15360
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,14336
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,12800
CAPELLA_C15_SP_CPHD_HH_20240820012719_20240820012752,32.2,CN,FRB,63.7469,-68.5451,"Iqaluit, NU, CA",IRISDMC,2024-08-20T01:27:51Z,2024-08-20T01:28:23Z,43008
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,47616
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,28160
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,24576
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,23040
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,20480
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,14336
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,14336
CAPELLA_C11_SP_CPHD_HH_20241125040648_20241125040720,32.0,AU,NIUE,-19.0763,-169.9272,"Niue Island, Niue",IRISDMC,2024-11-25T04:07:21Z,2024-11-25T04:07:53Z,7168
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,46592
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,29184
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,28160
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,25088
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,17408
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,BYL,19.412087,-155.259877,Byron's Ledge,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,14336
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,14336
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,14336
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,25600
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,24576
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,23552
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,15872
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,15360
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,13824
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,12288
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,46080
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,22528
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,22016
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,21504
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,20992
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,BYL,19.412087,-155.259877,Byron's Ledge,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,19968
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,15360
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,13312
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,45568
CAPELLA_C11_SP_CPHD_HH_20241121042705_20241121042736,30.5,IU,RAR,-21.2125,-159.7733,"Rarotonga, Cook Islands",IRISDMC,2024-11-21T04:27:36Z,2024-11-21T04:28:06Z,35328
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,27136
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,26112
